# t[days] Lbol[erg/s]
0.51724 1.71027e+41
1.03448 4.69502e+41
1.55172 5.11222e+41
2.06897 5.11222e+41
2.58621 3.56649e+41
3.10345 2.54432e+41
3.62069 1.93941e+41
4.13793 1.58062e+41
4.65517 1.29768e+41
5.17241 1.14688e+41
5.68966 1.01854e+41
6.20690 9.25547e+40
6.72414 8.30398e+40
7.24138 7.49166e+40
7.75862 6.57503e+40
8.27586 5.90171e+40
8.79310 5.44163e+40
9.31034 4.97386e+40
9.82759 4.50577e+40
10.34483 4.08172e+40
10.86207 3.69759e+40
11.37931 3.34961e+40
11.89655 3.03438e+40
12.41379 2.74881e+40
12.93103 2.49012e+40
13.44828 2.25577e+40
13.96552 2.04348e+40
14.48276 1.85117e+40
15.00000 1.67695e+40
