# t[days] Lbol[erg/s]
0.51724 4.58233e+41
1.03448 4.58233e+41
1.55172 4.43182e+41
2.06897 1.60572e+41
2.58621 5.62252e+40
3.10345 2.34853e+40
3.62069 1.51712e+40
4.13793 1.06056e+40
4.65517 7.32559e+39
5.17241 6.30113e+39
5.68966 5.49404e+39
6.20690 4.40088e+39
6.72414 3.74735e+39
7.24138 2.91158e+39
7.75862 2.32876e+39
8.27586 1.93478e+39
8.79310 1.62033e+39
9.31034 1.40278e+39
9.82759 1.08994e+39
10.34483 8.46872e+38
10.86207 6.58009e+38
11.37931 5.11265e+38
11.89655 3.97247e+38
12.41379 3.08656e+38
12.93103 2.39822e+38
13.44828 1.86339e+38
13.96552 1.44783e+38
14.48276 1.12495e+38
15.00000 8.74072e+37
