# t[days] Lbol[erg/s]
0.51724 1.22501e+41
1.03448 1.22501e+41
1.55172 1.02511e+41
2.06897 5.79880e+40
2.58621 3.37181e+40
3.10345 2.61466e+40
3.62069 2.19460e+40
4.13793 1.75008e+40
4.65517 1.49093e+40
5.17241 1.20305e+40
5.68966 9.17275e+39
6.20690 7.17952e+39
6.72414 5.76071e+39
7.24138 4.64015e+39
7.75862 3.44254e+39
8.27586 2.92342e+39
8.79310 2.23322e+39
9.31034 1.79189e+39
9.82759 1.32876e+39
10.34483 9.85333e+38
10.86207 7.30667e+38
11.37931 5.41821e+38
11.89655 4.01784e+38
12.41379 2.97940e+38
12.93103 2.20935e+38
13.44828 1.63833e+38
13.96552 1.21489e+38
14.48276 9.00896e+37
15.00000 6.68054e+37
