# t[days] Lbol[erg/s]
0.51724 5.32646e+41
1.03448 1.41092e+42
1.55172 1.41092e+42
2.06897 1.36950e+42
2.58621 7.12767e+41
3.10345 3.00471e+41
3.62069 1.28545e+41
4.13793 5.44837e+40
4.65517 2.81022e+40
5.17241 1.78615e+40
5.68966 1.36769e+40
6.20690 1.07535e+40
6.72414 9.23382e+39
7.24138 8.44381e+39
7.75862 8.43686e+39
8.27586 8.43686e+39
8.79310 7.07812e+39
9.31034 6.72644e+39
9.82759 6.72644e+39
10.34483 6.97023e+39
10.86207 7.22286e+39
11.37931 7.48465e+39
11.89655 7.75592e+39
12.41379 8.03702e+39
12.93103 8.32832e+39
13.44828 8.63017e+39
13.96552 8.94296e+39
14.48276 9.26709e+39
15.00000 9.26709e+39
