# t[days] u g r i z y J H K
0.51724 -13.216 -14.074 -14.444 -14.115 -14.071 -13.984 -14.025 -13.530 -12.837 
1.03448 -13.216 -14.074 -14.444 -14.200 -14.257 -14.425 -14.404 -14.349 -14.081 
1.55172 -12.043 -13.014 -13.709 -14.200 -14.257 -14.425 -14.404 -14.349 -14.081 
2.06897 -11.199 -11.768 -12.641 -13.344 -13.663 -13.608 -13.636 -13.705 -13.726 
2.58621 -10.054 -11.205 -12.259 -13.056 -13.474 -13.452 -13.625 -13.468 -13.351 
3.10345 -9.175 -10.442 -11.666 -12.597 -13.204 -13.384 -13.624 -13.442 -13.490 
3.62069 -8.080 -9.728 -11.032 -12.090 -12.847 -13.046 -13.346 -13.337 -13.355 
4.13793 -7.069 -9.013 -10.482 -11.770 -12.527 -12.884 -13.154 -13.312 -13.355 
4.65517 -6.067 -8.180 -9.872 -11.356 -12.261 -12.569 -12.856 -13.238 -13.287 
5.17241 -5.005 -7.597 -9.490 -11.204 -11.784 -12.107 -12.624 -13.033 -13.111 
5.68966 -4.070 -6.659 -8.849 -10.428 -11.335 -11.960 -12.585 -13.019 -12.949 
6.20690 -3.082 -5.740 -8.336 -10.065 -10.972 -11.566 -12.214 -12.631 -12.781 
6.72414 -2.119 -5.346 -7.431 -9.431 -10.376 -11.107 -11.812 -12.348 -12.614 
7.24138 -1.149 -4.979 -7.392 -9.109 -10.217 -10.570 -11.552 -12.178 -12.555 
7.75862 -0.504 -4.920 -6.014 -8.784 -9.947 -10.488 -11.230 -11.955 -12.326 
8.27586 0.586 -3.384 -5.350 -8.174 -9.486 -10.067 -11.000 -11.922 -12.150 
8.79310 1.518 -1.800 -3.659 -8.166 -9.070 -9.771 -10.527 -11.439 -12.066 
9.31034 2.449 -0.756 -3.648 -6.763 -8.520 -9.274 -9.993 -11.231 -11.698 
9.82759 3.380 -0.138 -3.077 -6.259 -7.949 -8.455 -9.727 -10.909 -11.596 
10.34483 4.312 0.679 -3.077 -6.050 -6.577 -7.522 -9.693 -10.784 -11.321 
10.86207 5.243 1.799 -3.077 -4.853 -6.577 -7.366 -9.203 -10.540 -11.224 
11.37931 6.174 2.919 0.270 -4.853 -6.460 -7.143 -8.700 -10.155 -10.732 
11.89655 7.106 4.038 1.056 -4.853 -5.798 -7.088 -8.684 -10.026 -10.664 
12.41379 8.037 5.158 1.842 -4.457 -4.529 -6.656 -8.390 -9.611 -10.381 
12.93103 8.968 6.278 2.628 -2.795 -4.459 -5.667 -8.316 -9.611 -10.327 
13.44828 9.899 7.398 3.414 1.031 -4.529 -5.625 -7.671 -9.312 -10.086 
13.96552 10.831 8.518 4.200 2.084 -3.938 -4.902 -7.358 -9.312 -9.725 
14.48276 11.762 9.637 4.985 3.137 -2.866 -3.853 -6.469 -9.141 -9.678 
15.00000 11.762 9.637 4.985 3.137 0.000 -2.253 -5.542 -8.347 -9.264 
