# t[days] Lbol[erg/s]
0.51724 5.78222e+41
1.03448 9.33034e+41
1.55172 9.33034e+41
2.06897 6.62389e+41
2.58621 4.56917e+41
3.10345 3.30760e+41
3.62069 2.43502e+41
4.13793 1.79925e+41
4.65517 1.37947e+41
5.17241 1.06962e+41
5.68966 8.41329e+40
6.20690 6.71604e+40
6.72414 5.57762e+40
7.24138 4.60170e+40
7.75862 3.93443e+40
8.27586 3.42580e+40
8.79310 2.95514e+40
9.31034 2.61487e+40
9.82759 2.30025e+40
10.34483 2.02348e+40
10.86207 1.78002e+40
11.37931 1.56584e+40
11.89655 1.37744e+40
12.41379 1.21170e+40
12.93103 1.06591e+40
13.44828 9.37660e+39
13.96552 8.24840e+39
14.48276 7.25594e+39
15.00000 6.38290e+39
