# t[days] Lbol[erg/s]
0.51724 4.74900e+41
1.03448 6.53077e+41
1.55172 6.53077e+41
2.06897 4.65826e+41
2.58621 3.02214e+41
3.10345 1.89195e+41
3.62069 1.21168e+41
4.13793 8.33752e+40
4.65517 5.88111e+40
5.17241 4.45153e+40
5.68966 3.42818e+40
6.20690 2.75468e+40
6.72414 2.25362e+40
7.24138 1.89427e+40
7.75862 1.60065e+40
8.27586 1.38459e+40
8.79310 1.20299e+40
9.31034 1.05926e+40
9.82759 9.22841e+39
10.34483 8.03995e+39
10.86207 7.00453e+39
11.37931 6.10247e+39
11.89655 5.31657e+39
12.41379 4.63188e+39
12.93103 4.03538e+39
13.44828 3.51569e+39
13.96552 3.06292e+39
14.48276 2.66847e+39
15.00000 2.32482e+39
