# t[days] Lbol[erg/s]
0.51724 2.39392e+41
1.03448 6.41242e+41
1.55172 9.76224e+41
2.06897 9.76224e+41
2.58621 7.86202e+41
3.10345 5.52736e+41
3.62069 3.87256e+41
4.13793 2.71515e+41
4.65517 1.90791e+41
5.17241 1.39804e+41
5.68966 1.04954e+41
6.20690 8.19966e+40
6.72414 6.70678e+40
7.24138 5.59075e+40
7.75862 4.74812e+40
8.27586 4.12190e+40
8.79310 3.62021e+40
9.31034 3.24415e+40
9.82759 2.82736e+40
10.34483 2.46412e+40
10.86207 2.14754e+40
11.37931 1.87164e+40
11.89655 1.63119e+40
12.41379 1.42162e+40
12.93103 1.23898e+40
13.44828 1.07981e+40
13.96552 9.41079e+39
14.48276 8.20175e+39
15.00000 7.14805e+39
