# t[days] Lbol[erg/s]
0.51724 5.92905e+41
1.03448 1.09216e+42
1.55172 1.09216e+42
2.06897 7.14080e+41
2.58621 4.34135e+41
3.10345 2.62519e+41
3.62069 1.68069e+41
4.13793 1.15200e+41
4.65517 8.48971e+40
5.17241 6.59551e+40
5.68966 5.39537e+40
6.20690 4.38650e+40
6.72414 3.74107e+40
7.24138 3.13866e+40
7.75862 2.73442e+40
8.27586 2.38867e+40
8.79310 2.09562e+40
9.31034 1.85029e+40
9.82759 1.66049e+40
10.34483 1.49016e+40
10.86207 1.33730e+40
11.37931 1.20012e+40
11.89655 1.07701e+40
12.41379 9.66531e+39
12.93103 8.67384e+39
13.44828 7.78408e+39
13.96552 6.98559e+39
14.48276 6.26901e+39
15.00000 5.62594e+39
