# t[days] Lbol[erg/s]
0.51724 5.44587e+41
1.03448 1.02837e+42
1.55172 1.02837e+42
2.06897 3.91928e+41
2.58621 1.13464e+41
3.10345 3.97818e+40
3.62069 2.02333e+40
4.13793 1.24201e+40
4.65517 1.08099e+40
5.17241 1.06873e+40
5.68966 1.00139e+40
6.20690 9.76995e+39
6.72414 8.71722e+39
7.24138 7.98480e+39
7.75862 7.09962e+39
8.27586 6.55407e+39
8.79310 5.80790e+39
9.31034 5.36913e+39
9.82759 3.84400e+39
10.34483 2.75209e+39
10.86207 1.97034e+39
11.37931 1.41065e+39
11.89655 1.00995e+39
12.41379 7.23066e+38
12.93103 5.17675e+38
13.44828 3.70626e+38
13.96552 2.65348e+38
14.48276 1.89974e+38
15.00000 1.36011e+38
