# t[days] Lbol[erg/s]
1.22449 9.43663e+40
1.42857 9.43663e+40
1.63265 8.83673e+40
1.83673 8.25144e+40
2.04082 8.03412e+40
2.24490 7.82203e+40
2.44898 7.80640e+40
2.65306 7.66153e+40
2.85714 7.66153e+40
3.06122 7.66153e+40
3.26531 7.61658e+40
3.46939 7.61658e+40
3.67347 7.59398e+40
3.87755 7.56299e+40
4.08163 7.56299e+40
4.28571 7.54940e+40
4.48980 7.50265e+40
4.69388 7.35822e+40
4.89796 7.34546e+40
5.10204 7.26632e+40
5.30612 7.17095e+40
5.51020 7.11977e+40
5.71429 6.92086e+40
5.91837 6.87171e+40
