# t[days] Lbol[erg/s]
1.22449 1.09510e+41
1.42857 1.09510e+41
1.63265 1.08364e+41
1.83673 1.04538e+41
2.04082 1.00868e+41
2.24490 9.43344e+40
2.44898 8.98758e+40
2.65306 8.67342e+40
2.85714 8.39014e+40
3.06122 8.32083e+40
3.26531 8.19963e+40
3.46939 8.19963e+40
3.67347 8.13246e+40
3.87755 8.21698e+40
4.08163 8.13246e+40
4.28571 7.97248e+40
4.48980 7.89606e+40
4.69388 7.80669e+40
4.89796 7.73066e+40
5.10204 7.73066e+40
5.30612 7.59966e+40
5.51020 7.48984e+40
5.71429 7.43463e+40
5.91837 7.34927e+40
