# t[days] u g r i z y J H K
1.22449 -8.690 -11.321 -12.639 -13.387 -13.747 -13.824 -14.008 -13.995 -13.860 
1.42857 -8.690 -11.321 -12.639 -13.387 -13.747 -13.824 -14.008 -13.999 -13.894 
1.63265 -8.080 -10.891 -12.408 -13.209 -13.639 -13.708 -13.946 -13.999 -13.935 
1.83673 -7.309 -10.515 -12.040 -12.973 -13.405 -13.559 -13.864 -13.942 -13.941 
2.04082 -6.592 -9.980 -11.783 -12.762 -13.232 -13.419 -13.757 -13.886 -13.941 
2.24490 -6.312 -9.689 -11.394 -12.398 -12.981 -13.277 -13.603 -13.881 -13.939 
2.44898 -5.810 -9.178 -11.136 -12.237 -12.790 -13.113 -13.544 -13.812 -13.912 
2.65306 -4.767 -8.766 -10.774 -11.967 -12.607 -12.933 -13.395 -13.746 -13.830 
2.85714 -4.091 -8.458 -10.421 -11.675 -12.369 -12.701 -13.279 -13.688 -13.823 
3.06122 -3.301 -7.835 -10.096 -11.504 -12.124 -12.530 -13.178 -13.558 -13.779 
3.26531 -2.374 -7.381 -9.710 -11.173 -11.991 -12.340 -13.068 -13.518 -13.738 
3.46939 -0.251 -6.900 -9.443 -10.893 -11.617 -12.026 -12.855 -13.439 -13.693 
3.67347 0.042 -6.507 -9.041 -10.624 -11.424 -11.916 -12.763 -13.350 -13.657 
3.87755 1.004 -6.179 -8.709 -10.445 -11.169 -11.709 -12.596 -13.240 -13.559 
4.08163 1.966 -5.506 -8.478 -10.158 -10.983 -11.542 -12.440 -13.171 -13.539 
4.28571 2.928 -4.760 -8.052 -9.857 -10.718 -11.273 -12.269 -13.035 -13.460 
4.48980 3.890 -4.564 -7.814 -9.705 -10.391 -11.027 -12.134 -12.937 -13.418 
4.69388 4.852 -4.330 -7.481 -9.393 -10.386 -10.836 -12.026 -12.829 -13.306 
4.89796 5.814 -3.720 -6.905 -9.196 -9.986 -10.678 -11.818 -12.736 -13.258 
5.10204 6.776 -3.395 -6.849 -8.724 -9.780 -10.389 -11.732 -12.620 -13.187 
5.30612 7.738 -2.441 -6.726 -8.444 -9.526 -10.123 -11.465 -12.502 -13.101 
5.51020 8.700 -2.228 -6.116 -8.311 -9.193 -9.976 -11.282 -12.383 -12.983 
5.71429 9.661 -2.160 -5.918 -7.868 -9.070 -9.827 -11.074 -12.258 -12.952 
5.91837 9.661 -2.112 -5.728 -7.714 -8.846 -9.510 -10.897 -12.139 -12.861 
