# t[days] u g r i z y J H K
1.22449 -11.775 -13.043 -14.009 -14.430 -14.652 -14.805 -14.786 -14.761 -14.514 
1.42857 -11.775 -13.043 -14.009 -14.430 -14.736 -14.805 -14.817 -14.821 -14.710 
1.63265 -11.298 -12.753 -13.928 -14.404 -14.652 -14.789 -14.859 -14.869 -14.785 
1.83673 -10.915 -12.579 -13.762 -14.329 -14.591 -14.763 -14.859 -14.894 -14.865 
2.04082 -10.466 -12.304 -13.542 -14.154 -14.569 -14.665 -14.859 -14.874 -14.865 
2.24490 -10.116 -12.110 -13.412 -14.094 -14.493 -14.583 -14.855 -14.918 -14.882 
2.44898 -9.746 -11.832 -13.206 -14.014 -14.365 -14.533 -14.803 -14.914 -14.882 
2.65306 -9.444 -11.528 -13.068 -13.875 -14.298 -14.476 -14.748 -14.914 -14.968 
2.85714 -8.961 -11.304 -12.862 -13.747 -14.115 -14.440 -14.710 -14.910 -14.968 
3.06122 -8.724 -10.943 -12.710 -13.595 -14.066 -14.325 -14.681 -14.868 -14.925 
3.26531 -8.152 -10.741 -12.513 -13.454 -13.972 -14.192 -14.594 -14.856 -14.925 
3.46939 -7.683 -10.432 -12.338 -13.374 -13.745 -14.113 -14.527 -14.801 -14.925 
3.67347 -7.414 -10.194 -12.173 -13.106 -13.730 -14.056 -14.463 -14.771 -14.866 
3.87755 -7.042 -9.975 -11.915 -13.012 -13.606 -13.873 -14.410 -14.701 -14.844 
4.08163 -6.682 -9.554 -11.677 -12.940 -13.440 -13.744 -14.245 -14.666 -14.779 
4.28571 -6.317 -9.509 -11.521 -12.692 -13.378 -13.611 -14.225 -14.591 -14.738 
4.48980 -5.854 -9.061 -11.266 -12.567 -13.261 -13.571 -14.134 -14.554 -14.670 
4.69388 -5.401 -8.887 -11.044 -12.373 -13.097 -13.445 -14.043 -14.479 -14.662 
4.89796 -5.324 -8.682 -10.837 -12.277 -13.041 -13.396 -14.023 -14.472 -14.625 
5.10204 -4.740 -8.514 -10.545 -12.054 -12.821 -13.179 -13.854 -14.316 -14.623 
5.30612 -4.205 -7.880 -10.499 -11.905 -12.642 -13.049 -13.784 -14.287 -14.541 
5.51020 -4.185 -7.681 -10.235 -11.719 -12.508 -12.961 -13.709 -14.252 -14.486 
5.71429 -3.662 -7.558 -10.015 -11.495 -12.382 -12.747 -13.604 -14.104 -14.439 
5.91837 -3.463 -7.228 -9.762 -11.253 -12.198 -12.569 -13.517 -14.051 -14.307 
