# t[days] Lbol[erg/s]
1.22449 1.61697e+41
1.42857 1.61697e+41
1.63265 1.48819e+41
1.83673 1.44983e+41
2.04082 1.39761e+41
2.24490 1.38473e+41
2.44898 1.32724e+41
2.65306 1.22793e+41
2.85714 1.18836e+41
3.06122 1.11098e+41
3.26531 1.11024e+41
3.46939 1.04678e+41
3.67347 1.02056e+41
3.87755 9.73252e+40
4.08163 9.57073e+40
4.28571 9.40879e+40
4.48980 9.09857e+40
4.69388 8.92884e+40
4.89796 8.76172e+40
5.10204 8.51914e+40
5.30612 8.42957e+40
5.51020 8.34475e+40
5.71429 8.25312e+40
5.91837 8.22467e+40
