# t[days] Lbol[erg/s]
1.22449 1.31148e+41
1.42857 1.31148e+41
1.63265 1.25017e+41
1.83673 1.17472e+41
2.04082 1.14314e+41
2.24490 1.09011e+41
2.44898 1.07341e+41
2.65306 1.02236e+41
2.85714 1.02205e+41
3.06122 1.00990e+41
3.26531 1.00337e+41
3.46939 9.95263e+40
3.67347 9.80824e+40
3.87755 9.66069e+40
4.08163 9.66069e+40
4.28571 9.58792e+40
4.48980 9.30830e+40
4.69388 9.17974e+40
4.89796 9.16284e+40
5.10204 9.06384e+40
5.30612 9.01757e+40
5.51020 8.92828e+40
5.71429 8.61826e+40
5.91837 8.57160e+40
