# t[days] Lbol[erg/s]
1.22449 4.01844e+41
1.42857 4.10246e+41
1.63265 4.12942e+41
1.83673 4.34893e+41
2.04082 4.41081e+41
2.24490 4.54680e+41
2.44898 4.61537e+41
2.65306 4.64812e+41
2.85714 4.68910e+41
3.06122 4.68910e+41
3.26531 4.55402e+41
3.46939 4.47787e+41
3.67347 4.35703e+41
3.87755 4.23242e+41
4.08163 4.12824e+41
4.28571 4.00687e+41
4.48980 3.83091e+41
4.69388 3.67696e+41
4.89796 3.50610e+41
5.10204 3.35469e+41
5.30612 3.19826e+41
5.51020 3.04018e+41
5.71429 2.88717e+41
5.91837 2.74427e+41
