# t[days] u g r i z y J H K
1.22449 -9.615 -11.622 -12.782 -13.318 -13.582 -13.580 -13.791 -13.730 -13.792 
1.42857 -9.615 -11.622 -12.782 -13.318 -13.582 -13.590 -13.791 -13.821 -13.842 
1.63265 -9.154 -11.317 -12.537 -13.189 -13.414 -13.580 -13.759 -13.857 -13.853 
1.83673 -8.369 -10.926 -12.389 -13.030 -13.339 -13.486 -13.738 -13.828 -13.888 
2.04082 -7.899 -10.518 -12.039 -12.830 -13.159 -13.396 -13.601 -13.828 -13.888 
2.24490 -7.422 -10.274 -11.812 -12.681 -13.052 -13.286 -13.573 -13.811 -13.862 
2.44898 -6.757 -9.962 -11.530 -12.463 -12.900 -13.150 -13.547 -13.751 -13.814 
2.65306 -6.385 -9.565 -11.326 -12.251 -12.793 -13.077 -13.442 -13.706 -13.814 
2.85714 -5.659 -9.203 -11.064 -12.134 -12.634 -12.909 -13.361 -13.706 -13.814 
3.06122 -4.938 -8.737 -10.768 -11.964 -12.407 -12.777 -13.246 -13.631 -13.779 
3.26531 -4.749 -8.205 -10.531 -11.684 -12.306 -12.594 -13.133 -13.516 -13.744 
3.46939 -4.272 -7.958 -10.286 -11.508 -12.073 -12.443 -13.077 -13.509 -13.642 
3.67347 -3.043 -7.736 -9.942 -11.348 -11.955 -12.364 -12.955 -13.458 -13.630 
3.87755 -3.043 -7.264 -9.763 -11.116 -11.846 -12.230 -12.839 -13.360 -13.565 
4.08163 -2.857 -6.862 -9.449 -10.881 -11.656 -11.970 -12.783 -13.350 -13.553 
4.28571 -0.942 -6.730 -9.137 -10.623 -11.409 -11.813 -12.666 -13.211 -13.507 
4.48980 -0.868 -5.822 -8.990 -10.507 -11.276 -11.800 -12.578 -13.207 -13.502 
4.69388 -0.613 -5.784 -8.572 -10.159 -11.087 -11.562 -12.443 -13.103 -13.406 
4.89796 0.737 -5.455 -8.244 -9.997 -10.935 -11.399 -12.373 -13.041 -13.331 
5.10204 1.456 -5.187 -8.133 -9.686 -10.657 -11.229 -12.222 -12.935 -13.304 
5.30612 2.175 -5.073 -7.848 -9.489 -10.446 -11.045 -12.097 -12.878 -13.259 
5.51020 2.894 -4.013 -7.384 -9.376 -10.290 -10.970 -11.969 -12.776 -13.214 
5.71429 3.613 -4.013 -7.036 -9.139 -10.169 -10.606 -11.797 -12.679 -13.097 
5.91837 3.613 -3.892 -6.774 -8.811 -9.876 -10.445 -11.642 -12.533 -13.074 
