# t[days] u g r i z y J H K
1.22449 -12.600 -13.106 -13.700 -14.129 -14.370 -14.358 -14.194 -13.959 -13.501 
1.42857 -12.600 -13.106 -13.700 -14.129 -14.429 -14.382 -14.370 -14.037 -13.819 
1.63265 -12.468 -12.963 -13.585 -14.129 -14.429 -14.382 -14.370 -14.180 -13.981 
1.83673 -12.282 -12.879 -13.513 -14.124 -14.429 -14.449 -14.370 -14.251 -14.048 
2.04082 -12.065 -12.685 -13.506 -14.117 -14.424 -14.471 -14.508 -14.380 -14.155 
2.24490 -11.865 -12.566 -13.386 -14.093 -14.424 -14.495 -14.526 -14.462 -14.245 
2.44898 -11.646 -12.457 -13.351 -14.079 -14.437 -14.592 -14.582 -14.559 -14.319 
2.65306 -11.410 -12.285 -13.259 -14.038 -14.487 -14.602 -14.642 -14.622 -14.490 
2.85714 -11.169 -12.161 -13.181 -14.031 -14.487 -14.619 -14.716 -14.634 -14.490 
3.06122 -10.941 -11.998 -13.093 -13.987 -14.487 -14.661 -14.724 -14.683 -14.523 
3.26531 -10.689 -11.859 -13.036 -13.957 -14.483 -14.672 -14.782 -14.789 -14.707 
3.46939 -10.461 -11.648 -12.947 -13.880 -14.452 -14.661 -14.790 -14.793 -14.707 
3.67347 -10.206 -11.508 -12.847 -13.871 -14.445 -14.639 -14.805 -14.822 -14.712 
3.87755 -9.973 -11.366 -12.742 -13.812 -14.441 -14.639 -14.811 -14.857 -14.753 
4.08163 -9.715 -11.203 -12.644 -13.747 -14.334 -14.639 -14.805 -14.870 -14.797 
4.28571 -9.470 -11.080 -12.570 -13.699 -14.330 -14.555 -14.810 -14.900 -14.809 
4.48980 -9.235 -10.902 -12.422 -13.662 -14.282 -14.549 -14.804 -14.900 -14.904 
4.69388 -8.958 -10.697 -12.337 -13.592 -14.240 -14.514 -14.802 -14.891 -14.910 
4.89796 -8.728 -10.505 -12.254 -13.510 -14.167 -14.439 -14.791 -14.890 -14.917 
5.10204 -8.456 -10.366 -12.147 -13.431 -14.117 -14.396 -14.787 -14.888 -14.917 
5.30612 -8.190 -10.278 -12.036 -13.327 -14.114 -14.383 -14.747 -14.890 -14.892 
5.51020 -7.980 -10.073 -11.965 -13.249 -13.994 -14.316 -14.699 -14.883 -14.892 
5.71429 -7.719 -9.933 -11.816 -13.129 -13.936 -14.290 -14.651 -14.886 -14.896 
5.91837 -7.473 -9.769 -11.712 -13.086 -13.857 -14.207 -14.647 -14.883 -14.896 
