# t[days] Lbol[erg/s]
1.22449 4.84238e+41
1.42857 4.84238e+41
1.63265 4.84238e+41
1.83673 4.84317e+41
2.04082 4.84317e+41
2.24490 4.77567e+41
2.44898 4.65678e+41
2.65306 4.53990e+41
2.85714 4.42883e+41
3.06122 4.30108e+41
3.26531 4.07815e+41
3.46939 3.90813e+41
3.67347 3.73358e+41
3.87755 3.57936e+41
4.08163 3.38910e+41
4.28571 3.26284e+41
4.48980 3.04974e+41
4.69388 2.87597e+41
4.89796 2.76882e+41
5.10204 2.62371e+41
5.30612 2.48642e+41
5.51020 2.33895e+41
5.71429 2.19194e+41
5.91837 2.11117e+41
