# t[days] Lbol[erg/s]
1.22449 7.27047e+40
1.42857 7.27047e+40
1.63265 6.90048e+40
1.83673 6.59014e+40
2.04082 6.59014e+40
2.24490 6.69877e+40
2.44898 6.79555e+40
2.65306 6.83832e+40
2.85714 6.89435e+40
3.06122 6.91944e+40
3.26531 6.94538e+40
3.46939 6.94538e+40
3.67347 6.93592e+40
3.87755 6.93592e+40
4.08163 6.93592e+40
4.28571 6.80773e+40
4.48980 6.58940e+40
4.69388 6.48202e+40
4.89796 6.38964e+40
5.10204 6.26097e+40
5.30612 6.11949e+40
5.51020 5.96214e+40
5.71429 5.80458e+40
5.91837 5.58973e+40
