# t[days] Lbol[erg/s]
1.22449 4.70743e+41
1.42857 4.70743e+41
1.63265 4.49750e+41
1.83673 4.31908e+41
2.04082 4.09126e+41
2.24490 3.83698e+41
2.44898 3.53769e+41
2.65306 3.37884e+41
2.85714 3.09836e+41
3.06122 2.90700e+41
3.26531 2.71046e+41
3.46939 2.49168e+41
3.67347 2.32810e+41
3.87755 2.14128e+41
4.08163 2.02016e+41
4.28571 1.87740e+41
4.48980 1.72654e+41
4.69388 1.61036e+41
4.89796 1.47871e+41
5.10204 1.39010e+41
5.30612 1.29201e+41
5.51020 1.19371e+41
5.71429 1.12177e+41
5.91837 1.03163e+41
