# t[days] Lbol[erg/s]
1.22449 9.55555e+40
1.42857 9.55555e+40
1.63265 8.87945e+40
1.83673 8.10644e+40
2.04082 8.00271e+40
2.24490 7.84649e+40
2.44898 7.84093e+40
2.65306 7.58821e+40
2.85714 7.58821e+40
3.06122 7.58821e+40
3.26531 7.56698e+40
3.46939 7.56698e+40
3.67347 7.49589e+40
3.87755 7.59311e+40
4.08163 7.46652e+40
4.28571 7.44849e+40
4.48980 7.42793e+40
4.69388 7.41036e+40
4.89796 7.34313e+40
5.10204 7.33437e+40
5.30612 7.14055e+40
5.51020 7.13693e+40
5.71429 7.00268e+40
5.91837 6.81670e+40
