# t[days] u g r i z y J H K
1.22449 -12.433 -13.125 -13.938 -14.527 -14.672 -14.658 -14.680 -14.619 -14.248 
1.42857 -12.433 -13.125 -13.938 -14.527 -14.672 -14.753 -14.747 -14.626 -14.467 
1.63265 -12.026 -12.993 -13.901 -14.424 -14.632 -14.752 -14.761 -14.626 -14.493 
1.83673 -11.718 -12.778 -13.778 -14.403 -14.632 -14.753 -14.764 -14.750 -14.761 
2.04082 -11.469 -12.569 -13.662 -14.339 -14.677 -14.764 -14.813 -14.863 -14.766 
2.24490 -11.209 -12.366 -13.558 -14.324 -14.677 -14.764 -14.848 -14.962 -14.822 
2.44898 -10.913 -12.205 -13.494 -14.288 -14.677 -14.764 -14.907 -14.966 -14.877 
2.65306 -10.603 -12.003 -13.329 -14.200 -14.626 -14.751 -14.940 -15.021 -14.925 
2.85714 -10.289 -11.768 -13.215 -14.140 -14.590 -14.737 -14.940 -15.026 -14.949 
3.06122 -10.006 -11.614 -13.072 -14.036 -14.509 -14.726 -14.897 -15.026 -14.983 
3.26531 -9.675 -11.431 -12.958 -13.980 -14.458 -14.626 -14.882 -15.026 -15.040 
3.46939 -9.438 -11.240 -12.872 -13.893 -14.336 -14.582 -14.897 -15.030 -15.053 
3.67347 -9.097 -10.985 -12.727 -13.799 -14.328 -14.567 -14.863 -15.006 -15.053 
3.87755 -8.783 -10.817 -12.561 -13.657 -14.201 -14.435 -14.813 -15.020 -15.033 
4.08163 -8.520 -10.620 -12.384 -13.572 -14.115 -14.419 -14.796 -14.984 -15.022 
4.28571 -8.168 -10.499 -12.303 -13.467 -14.048 -14.348 -14.734 -14.994 -15.022 
4.48980 -7.818 -10.202 -12.141 -13.347 -14.017 -14.234 -14.693 -14.975 -15.026 
4.69388 -7.536 -9.979 -11.989 -13.220 -13.919 -14.185 -14.666 -14.914 -15.026 
4.89796 -7.402 -9.840 -11.787 -13.178 -13.767 -14.169 -14.528 -14.841 -14.987 
5.10204 -7.177 -9.634 -11.623 -12.974 -13.680 -13.974 -14.488 -14.823 -14.970 
5.30612 -6.603 -9.427 -11.466 -12.889 -13.630 -13.949 -14.472 -14.822 -14.953 
5.51020 -6.585 -9.189 -11.362 -12.743 -13.461 -13.818 -14.431 -14.787 -14.920 
5.71429 -6.032 -9.008 -11.145 -12.608 -13.442 -13.778 -14.336 -14.747 -14.918 
5.91837 -5.728 -8.728 -11.014 -12.498 -13.281 -13.659 -14.310 -14.673 -14.853 
