# t[days] u g r i z y J H K
1.22449 -13.197 -13.556 -13.908 -14.207 -14.234 -14.280 -14.087 -13.935 -13.722 
1.42857 -13.365 -13.556 -13.908 -14.207 -14.242 -14.296 -14.112 -13.954 -13.722 
1.63265 -13.365 -13.415 -13.717 -14.064 -14.234 -14.296 -14.148 -13.969 -13.783 
1.83673 -13.058 -13.307 -13.708 -14.039 -14.201 -14.146 -14.190 -14.013 -13.797 
2.04082 -12.796 -13.248 -13.651 -13.897 -14.155 -14.145 -14.190 -14.021 -13.856 
2.24490 -12.644 -13.136 -13.572 -13.807 -14.092 -14.128 -14.136 -14.033 -13.976 
2.44898 -12.509 -12.977 -13.329 -13.801 -14.018 -14.084 -14.136 -14.146 -13.976 
2.65306 -12.393 -12.864 -13.323 -13.768 -14.001 -14.084 -14.144 -14.179 -14.029 
2.85714 -12.172 -12.758 -13.216 -13.739 -13.997 -14.071 -14.150 -14.179 -14.142 
3.06122 -11.991 -12.627 -13.152 -13.705 -13.981 -14.109 -14.269 -14.287 -14.186 
3.26531 -11.808 -12.497 -13.076 -13.697 -13.943 -14.082 -14.269 -14.292 -14.252 
3.46939 -11.612 -12.369 -12.975 -13.576 -13.923 -14.082 -14.246 -14.302 -14.252 
3.67347 -11.429 -12.196 -12.784 -13.521 -13.877 -13.949 -14.246 -14.385 -14.234 
3.87755 -11.228 -12.078 -12.716 -13.444 -13.871 -13.949 -14.268 -14.390 -14.234 
4.08163 -11.030 -11.915 -12.618 -13.380 -13.851 -13.949 -14.268 -14.396 -14.323 
4.28571 -10.829 -11.760 -12.471 -13.274 -13.756 -13.934 -14.245 -14.390 -14.381 
4.48980 -10.634 -11.650 -12.352 -13.218 -13.736 -13.932 -14.222 -14.396 -14.397 
4.69388 -10.426 -11.453 -12.315 -13.213 -13.698 -13.862 -14.195 -14.416 -14.423 
4.89796 -10.218 -11.341 -12.201 -13.149 -13.668 -13.856 -14.188 -14.416 -14.430 
5.10204 -10.025 -11.155 -12.090 -13.028 -13.543 -13.826 -14.182 -14.416 -14.430 
5.30612 -9.810 -11.008 -12.007 -12.945 -13.528 -13.789 -14.163 -14.387 -14.397 
5.51020 -9.606 -10.849 -11.865 -12.897 -13.458 -13.772 -14.153 -14.380 -14.397 
5.71429 -9.403 -10.688 -11.708 -12.828 -13.415 -13.708 -14.099 -14.380 -14.423 
5.91837 -9.192 -10.543 -11.640 -12.726 -13.342 -13.677 -14.085 -14.380 -14.423 
