# t[days] Lbol[erg/s]
1.22449 2.12859e+40
1.42857 2.12859e+40
1.63265 1.69295e+40
1.83673 1.40685e+40
2.04082 1.19223e+40
2.24490 1.03516e+40
2.44898 9.14226e+39
2.65306 8.23420e+39
2.85714 7.26785e+39
3.06122 6.64953e+39
3.26531 5.93255e+39
3.46939 5.48118e+39
3.67347 4.96042e+39
3.87755 4.55946e+39
4.08163 4.21300e+39
4.28571 3.88849e+39
4.48980 3.57661e+39
4.69388 3.29936e+39
4.89796 3.09506e+39
5.10204 2.87068e+39
5.30612 2.66538e+39
5.51020 2.45920e+39
5.71429 2.33755e+39
5.91837 2.15045e+39
