# t[days] Lbol[erg/s]
1.22449 1.82008e+41
1.42857 1.82008e+41
1.63265 1.66238e+41
1.83673 1.58362e+41
2.04082 1.44011e+41
2.24490 1.36104e+41
2.44898 1.25302e+41
2.65306 1.14962e+41
2.85714 1.07180e+41
3.06122 1.00293e+41
3.26531 9.16680e+40
3.46939 8.59382e+40
3.67347 8.07460e+40
3.87755 7.50109e+40
4.08163 6.97183e+40
4.28571 6.44932e+40
4.48980 6.04805e+40
4.69388 5.52230e+40
4.89796 5.19871e+40
5.10204 4.85717e+40
5.30612 4.55522e+40
5.51020 4.23306e+40
5.71429 3.96898e+40
5.91837 3.70883e+40
