# t[days] Lbol[erg/s]
1.22449 1.63486e+41
1.42857 1.63486e+41
1.63265 1.48214e+41
1.83673 1.44992e+41
2.04082 1.39532e+41
2.24490 1.37572e+41
2.44898 1.31916e+41
2.65306 1.22762e+41
2.85714 1.18401e+41
3.06122 1.12461e+41
3.26531 1.09096e+41
3.46939 1.04195e+41
3.67347 1.01902e+41
3.87755 9.77682e+40
4.08163 9.72201e+40
4.28571 9.31085e+40
4.48980 8.96761e+40
4.69388 8.89697e+40
4.89796 8.85874e+40
5.10204 8.59845e+40
5.30612 8.32557e+40
5.51020 8.30877e+40
5.71429 8.26951e+40
5.91837 8.05692e+40
