# t[days] Lbol[erg/s]
1.22449 9.11897e+41
1.42857 9.11897e+41
1.63265 9.05161e+41
1.83673 8.89369e+41
2.04082 8.44386e+41
2.24490 8.10700e+41
2.44898 7.75256e+41
2.65306 7.33817e+41
2.85714 6.90963e+41
3.06122 6.46838e+41
3.26531 6.08472e+41
3.46939 5.70382e+41
3.67347 5.24095e+41
3.87755 4.88174e+41
4.08163 4.55792e+41
4.28571 4.29289e+41
4.48980 3.96976e+41
4.69388 3.68005e+41
4.89796 3.45461e+41
5.10204 3.23893e+41
5.30612 3.01940e+41
5.51020 2.77861e+41
5.71429 2.59369e+41
5.91837 2.40897e+41
