# t[days] Lbol[erg/s]
1.22449 4.02403e+41
1.42857 4.23474e+41
1.63265 4.48558e+41
1.83673 4.58136e+41
2.04082 4.60265e+41
2.24490 4.60265e+41
2.44898 4.57046e+41
2.65306 4.49672e+41
2.85714 4.32602e+41
3.06122 4.15541e+41
3.26531 3.97560e+41
3.46939 3.78767e+41
3.67347 3.60313e+41
3.87755 3.39680e+41
4.08163 3.14927e+41
4.28571 2.98047e+41
4.48980 2.77228e+41
4.69388 2.60530e+41
4.89796 2.41784e+41
5.10204 2.26789e+41
5.30612 2.13467e+41
5.51020 1.98591e+41
5.71429 1.86787e+41
5.91837 1.74138e+41
