# t[days] Lbol[erg/s]
1.22449 1.54322e+41
1.42857 1.58600e+41
1.63265 1.64958e+41
1.83673 1.64958e+41
2.04082 1.64106e+41
2.24490 1.62392e+41
2.44898 1.62392e+41
2.65306 1.53926e+41
2.85714 1.51260e+41
3.06122 1.46549e+41
3.26531 1.41980e+41
3.46939 1.35799e+41
3.67347 1.29859e+41
3.87755 1.21081e+41
4.08163 1.16356e+41
4.28571 1.10702e+41
4.48980 1.03999e+41
4.69388 9.71336e+40
4.89796 9.22605e+40
5.10204 8.75909e+40
5.30612 8.27156e+40
5.51020 7.80063e+40
5.71429 7.37477e+40
5.91837 6.97431e+40
