# t[days] Lbol[erg/s]
1.22449 3.15356e+41
1.42857 3.23346e+41
1.63265 3.33827e+41
1.83673 3.44862e+41
2.04082 3.59472e+41
2.24490 3.59538e+41
2.44898 3.59538e+41
2.65306 3.57724e+41
2.85714 3.54678e+41
3.06122 3.50023e+41
3.26531 3.36996e+41
3.46939 3.26125e+41
3.67347 3.16515e+41
3.87755 3.05796e+41
4.08163 2.94152e+41
4.28571 2.80689e+41
4.48980 2.69975e+41
4.69388 2.54274e+41
4.89796 2.40862e+41
5.10204 2.27444e+41
5.30612 2.18481e+41
5.51020 2.06033e+41
5.71429 1.94740e+41
5.91837 1.85200e+41
