# t[days] u g r i z y J H K
1.22449 -12.273 -12.804 -13.472 -13.968 -14.209 -14.237 -14.084 -13.844 -13.589 
1.42857 -12.273 -12.804 -13.507 -14.069 -14.272 -14.288 -14.218 -13.914 -13.623 
1.63265 -12.090 -12.780 -13.472 -14.000 -14.363 -14.428 -14.267 -14.064 -13.729 
1.83673 -11.854 -12.563 -13.406 -14.033 -14.370 -14.440 -14.386 -14.222 -14.028 
2.04082 -11.635 -12.437 -13.362 -14.000 -14.370 -14.467 -14.467 -14.355 -14.147 
2.24490 -11.351 -12.254 -13.219 -14.019 -14.405 -14.553 -14.503 -14.358 -14.158 
2.44898 -11.103 -12.083 -13.192 -13.999 -14.445 -14.553 -14.642 -14.535 -14.326 
2.65306 -10.856 -11.949 -13.170 -13.971 -14.445 -14.563 -14.643 -14.616 -14.392 
2.85714 -10.581 -11.779 -12.997 -13.944 -14.442 -14.563 -14.677 -14.635 -14.415 
3.06122 -10.286 -11.656 -12.984 -13.921 -14.424 -14.616 -14.734 -14.731 -14.580 
3.26531 -10.027 -11.492 -12.884 -13.881 -14.401 -14.616 -14.736 -14.755 -14.619 
3.46939 -9.766 -11.312 -12.765 -13.804 -14.385 -14.598 -14.748 -14.777 -14.680 
3.67347 -9.451 -11.156 -12.672 -13.788 -14.341 -14.571 -14.762 -14.802 -14.734 
3.87755 -9.188 -10.987 -12.575 -13.742 -14.335 -14.539 -14.762 -14.838 -14.760 
4.08163 -8.901 -10.869 -12.514 -13.634 -14.316 -14.530 -14.754 -14.846 -14.826 
4.28571 -8.643 -10.670 -12.379 -13.572 -14.219 -14.472 -14.742 -14.838 -14.826 
4.48980 -8.381 -10.433 -12.260 -13.480 -14.168 -14.466 -14.723 -14.838 -14.820 
4.69388 -8.121 -10.254 -12.180 -13.437 -14.165 -14.433 -14.715 -14.838 -14.820 
4.89796 -7.881 -10.107 -12.054 -13.285 -14.043 -14.354 -14.700 -14.846 -14.824 
5.10204 -7.551 -9.964 -11.952 -13.285 -13.995 -14.302 -14.641 -14.846 -14.824 
5.30612 -7.283 -9.838 -11.854 -13.169 -13.895 -14.245 -14.590 -14.813 -14.823 
5.51020 -7.028 -9.643 -11.689 -13.061 -13.834 -14.146 -14.565 -14.810 -14.823 
5.71429 -6.725 -9.439 -11.585 -12.986 -13.757 -14.100 -14.521 -14.801 -14.830 
5.91837 -6.555 -9.320 -11.440 -12.844 -13.652 -14.081 -14.492 -14.756 -14.830 
