# t[days] Lbol[erg/s]
1.22449 2.56104e+41
1.42857 2.56104e+41
1.63265 2.42022e+41
1.83673 2.39198e+41
2.04082 2.35577e+41
2.24490 2.23032e+41
2.44898 2.16159e+41
2.65306 2.16120e+41
2.85714 2.16159e+41
3.06122 2.16375e+41
3.26531 2.16550e+41
3.46939 2.17918e+41
3.67347 2.17918e+41
3.87755 2.18767e+41
4.08163 2.20380e+41
4.28571 2.20380e+41
4.48980 2.22202e+41
4.69388 2.22112e+41
4.89796 2.22883e+41
5.10204 2.22717e+41
5.30612 2.22717e+41
5.51020 2.21566e+41
5.71429 2.21133e+41
5.91837 2.19341e+41
