# t[days] u g r i z y J H K
1.22449 -12.485 -12.849 -13.485 -13.971 -14.261 -14.308 -14.222 -13.980 -13.806 
1.42857 -12.633 -12.849 -13.485 -13.992 -14.289 -14.308 -14.237 -14.014 -13.822 
1.63265 -12.633 -12.784 -13.349 -13.971 -14.261 -14.246 -14.222 -14.014 -13.806 
1.83673 -12.310 -12.653 -13.273 -13.816 -14.260 -14.233 -14.237 -14.075 -13.788 
2.04082 -12.087 -12.591 -13.236 -13.810 -14.138 -14.203 -14.206 -14.106 -13.788 
2.24490 -11.990 -12.469 -13.095 -13.717 -14.094 -14.187 -14.137 -14.078 -13.886 
2.44898 -11.866 -12.360 -12.975 -13.703 -14.014 -14.144 -14.137 -14.106 -13.978 
2.65306 -11.686 -12.270 -12.912 -13.586 -13.996 -14.088 -14.145 -14.096 -13.988 
2.85714 -11.522 -12.150 -12.806 -13.576 -13.995 -14.087 -14.185 -14.120 -14.067 
3.06122 -11.350 -12.038 -12.761 -13.502 -13.967 -14.087 -14.205 -14.168 -14.150 
3.26531 -11.174 -11.887 -12.682 -13.451 -13.947 -14.072 -14.209 -14.266 -14.139 
3.46939 -10.991 -11.777 -12.569 -13.411 -13.938 -14.117 -14.243 -14.280 -14.169 
3.67347 -10.810 -11.635 -12.552 -13.379 -13.918 -14.104 -14.269 -14.308 -14.261 
3.87755 -10.615 -11.514 -12.436 -13.325 -13.918 -14.117 -14.279 -14.357 -14.287 
4.08163 -10.421 -11.382 -12.374 -13.303 -13.886 -14.104 -14.293 -14.427 -14.360 
4.28571 -10.225 -11.228 -12.240 -13.197 -13.831 -14.076 -14.293 -14.427 -14.381 
4.48980 -10.026 -11.077 -12.139 -13.178 -13.815 -14.064 -14.293 -14.416 -14.381 
4.69388 -9.830 -10.968 -12.042 -13.135 -13.751 -14.017 -14.293 -14.416 -14.381 
4.89796 -9.626 -10.814 -11.987 -13.075 -13.741 -14.002 -14.280 -14.416 -14.404 
5.10204 -9.423 -10.695 -11.934 -13.039 -13.720 -14.002 -14.280 -14.424 -14.404 
5.30612 -9.222 -10.567 -11.840 -12.941 -13.679 -13.967 -14.252 -14.396 -14.404 
5.51020 -9.013 -10.364 -11.747 -12.873 -13.637 -13.931 -14.239 -14.413 -14.433 
5.71429 -8.811 -10.256 -11.694 -12.862 -13.626 -13.866 -14.239 -14.413 -14.472 
5.91837 -8.609 -10.095 -11.568 -12.821 -13.497 -13.845 -14.211 -14.413 -14.433 
