# t[days] Lbol[erg/s]
1.22449 2.65212e+41
1.42857 2.65212e+41
1.63265 2.61807e+41
1.83673 2.58332e+41
2.04082 2.55381e+41
2.24490 2.44770e+41
2.44898 2.41371e+41
2.65306 2.25189e+41
2.85714 2.24267e+41
3.06122 2.12357e+41
3.26531 2.05126e+41
3.46939 1.93826e+41
3.67347 1.84691e+41
3.87755 1.77493e+41
4.08163 1.66972e+41
4.28571 1.60875e+41
4.48980 1.50336e+41
4.69388 1.41299e+41
4.89796 1.35678e+41
5.10204 1.30637e+41
5.30612 1.21210e+41
5.51020 1.14668e+41
5.71429 1.08723e+41
5.91837 1.02432e+41
