# t[days] Lbol[erg/s]
1.22449 7.24093e+41
1.42857 7.48313e+41
1.63265 7.48313e+41
1.83673 7.41258e+41
2.04082 7.15874e+41
2.24490 6.90127e+41
2.44898 6.47532e+41
2.65306 6.22380e+41
2.85714 5.79483e+41
3.06122 5.43104e+41
3.26531 4.99891e+41
3.46939 4.65423e+41
3.67347 4.35354e+41
3.87755 4.03172e+41
4.08163 3.73364e+41
4.28571 3.45827e+41
4.48980 3.19790e+41
4.69388 2.98021e+41
4.89796 2.76414e+41
5.10204 2.54743e+41
5.30612 2.36013e+41
5.51020 2.20417e+41
5.71429 2.06956e+41
5.91837 1.91767e+41
