# t[days] u g r i z y J H K
1.22449 -11.282 -13.131 -14.258 -14.907 -15.077 -15.166 -15.261 -15.068 -14.874 
1.42857 -11.282 -13.131 -14.258 -14.907 -15.090 -15.177 -15.261 -15.175 -14.937 
1.63265 -10.953 -12.941 -14.152 -14.797 -15.090 -15.177 -15.260 -15.228 -15.070 
1.83673 -10.622 -12.753 -14.032 -14.741 -15.022 -15.137 -15.253 -15.284 -15.170 
2.04082 -10.139 -12.415 -13.855 -14.604 -14.996 -15.106 -15.260 -15.293 -15.170 
2.24490 -9.720 -12.164 -13.655 -14.480 -14.895 -15.010 -15.253 -15.295 -15.171 
2.44898 -9.327 -11.917 -13.481 -14.302 -14.697 -14.921 -15.176 -15.295 -15.186 
2.65306 -8.833 -11.637 -13.282 -14.213 -14.614 -14.833 -15.155 -15.268 -15.196 
2.85714 -8.432 -11.376 -13.030 -14.046 -14.516 -14.738 -15.122 -15.227 -15.208 
3.06122 -8.066 -11.040 -12.902 -13.919 -14.425 -14.688 -15.009 -15.172 -15.208 
3.26531 -7.492 -10.762 -12.668 -13.736 -14.263 -14.564 -14.921 -15.129 -15.199 
3.46939 -7.053 -10.530 -12.359 -13.506 -14.100 -14.425 -14.868 -15.094 -15.195 
3.67347 -6.715 -10.223 -12.137 -13.423 -14.013 -14.331 -14.791 -15.019 -15.147 
3.87755 -6.245 -9.815 -11.924 -13.193 -13.885 -14.224 -14.720 -15.015 -15.073 
4.08163 -5.685 -9.520 -11.730 -13.015 -13.725 -14.008 -14.610 -14.883 -14.999 
4.28571 -5.512 -9.429 -11.516 -12.814 -13.557 -13.921 -14.524 -14.839 -14.996 
4.48980 -4.931 -9.026 -11.276 -12.638 -13.363 -13.792 -14.433 -14.812 -14.950 
4.69388 -4.248 -8.727 -11.002 -12.486 -13.230 -13.631 -14.323 -14.778 -14.931 
4.89796 -4.196 -8.354 -10.703 -12.235 -13.087 -13.540 -14.256 -14.685 -14.850 
5.10204 -3.819 -7.843 -10.459 -12.135 -12.931 -13.414 -14.106 -14.620 -14.834 
5.30612 -2.880 -7.632 -10.354 -11.943 -12.719 -13.258 -14.029 -14.549 -14.776 
5.51020 -2.880 -7.315 -9.958 -11.782 -12.602 -13.096 -13.890 -14.460 -14.700 
5.71429 -2.880 -7.146 -9.808 -11.588 -12.403 -12.857 -13.785 -14.415 -14.667 
5.91837 -2.166 -6.794 -9.541 -11.312 -12.267 -12.792 -13.690 -14.308 -14.598 
