# t[days] Lbol[erg/s]
1.22449 5.43691e+41
1.42857 5.45755e+41
1.63265 5.49348e+41
1.83673 5.49348e+41
2.04082 5.36087e+41
2.24490 5.35925e+41
2.44898 5.11280e+41
2.65306 4.92331e+41
2.85714 4.65682e+41
3.06122 4.41290e+41
3.26531 4.18803e+41
3.46939 3.94964e+41
3.67347 3.73861e+41
3.87755 3.51555e+41
4.08163 3.31759e+41
4.28571 3.07759e+41
4.48980 2.89305e+41
4.69388 2.75402e+41
4.89796 2.57358e+41
5.10204 2.41703e+41
5.30612 2.23095e+41
5.51020 2.09648e+41
5.71429 1.97385e+41
5.91837 1.84256e+41
