# t[days] Lbol[erg/s]
1.22449 3.59066e+41
1.42857 3.59066e+41
1.63265 3.38277e+41
1.83673 3.10487e+41
2.04082 2.87400e+41
2.24490 2.59937e+41
2.44898 2.37304e+41
2.65306 2.21569e+41
2.85714 2.01039e+41
3.06122 1.83202e+41
3.26531 1.68023e+41
3.46939 1.56755e+41
3.67347 1.41209e+41
3.87755 1.30788e+41
4.08163 1.20943e+41
4.28571 1.11712e+41
4.48980 1.03763e+41
4.69388 9.59355e+40
4.89796 9.01444e+40
5.10204 8.16105e+40
5.30612 7.70268e+40
5.51020 7.15786e+40
5.71429 6.64595e+40
5.91837 6.24802e+40
