# t[days] Lbol[erg/s]
0.51724 9.45776e+40
1.03448 8.08809e+41
1.55172 8.08809e+41
2.06897 8.08189e+41
2.58621 6.92263e+41
3.10345 5.38402e+41
3.62069 3.95498e+41
4.13793 2.74922e+41
4.65517 1.96389e+41
5.17241 1.42805e+41
5.68966 1.03483e+41
6.20690 8.22194e+40
6.72414 6.72830e+40
7.24138 5.56796e+40
7.75862 4.59249e+40
8.27586 4.06615e+40
8.79310 3.52511e+40
9.31034 3.07339e+40
9.82759 2.78262e+40
10.34483 2.51936e+40
10.86207 2.28101e+40
11.37931 2.06521e+40
11.89655 1.86982e+40
12.41379 1.69292e+40
12.93103 1.53276e+40
13.44828 1.38774e+40
13.96552 1.25645e+40
14.48276 1.13758e+40
15.00000 1.02996e+40
