# t[days] Lbol[erg/s]
0.51724 1.25966e+41
1.03448 6.90161e+41
1.55172 7.05205e+41
2.06897 7.05205e+41
2.58621 6.25200e+41
3.10345 5.28610e+41
3.62069 4.15410e+41
4.13793 3.16368e+41
4.65517 2.23526e+41
5.17241 1.61087e+41
5.68966 1.17338e+41
6.20690 9.28905e+40
6.72414 7.09410e+40
7.24138 5.72769e+40
7.75862 4.73216e+40
8.27586 4.16354e+40
8.79310 3.67625e+40
9.31034 3.19384e+40
9.82759 2.81254e+40
10.34483 2.47677e+40
10.86207 2.18108e+40
11.37931 1.92069e+40
11.89655 1.69139e+40
12.41379 1.48946e+40
12.93103 1.31164e+40
13.44828 1.15505e+40
13.96552 1.01716e+40
14.48276 8.95725e+39
15.00000 7.88789e+39
