# t[days] u g r i z y J H K
0.51724 -11.159 -12.184 -12.200 -13.328 -10.754 -6.756 -5.436 -12.199 -11.330 
1.03448 -13.349 -13.943 -14.399 -14.619 -14.354 -14.297 -12.814 -12.857 -12.010 
1.55172 -13.349 -13.943 -14.795 -15.162 -15.222 -14.792 -14.280 -13.516 -12.691 
2.06897 -13.033 -13.877 -14.795 -15.242 -15.230 -14.924 -14.404 -13.875 -13.149 
2.58621 -12.632 -13.797 -14.626 -15.242 -15.230 -14.924 -14.329 -13.875 -13.199 
3.10345 -12.154 -13.673 -14.586 -15.150 -15.179 -14.736 -14.329 -13.585 -13.149 
3.62069 -11.724 -13.420 -14.447 -14.948 -14.964 -14.430 -13.818 -13.430 -13.102 
4.13793 -11.054 -13.092 -14.148 -14.646 -14.595 -14.085 -13.664 -13.350 -12.573 
4.65517 -10.377 -12.815 -13.860 -14.410 -14.204 -13.857 -13.164 -13.061 -12.341 
5.17241 -10.114 -12.516 -13.616 -14.033 -13.860 -13.283 -12.852 -12.798 -12.325 
5.68966 -9.276 -12.061 -13.306 -13.720 -13.402 -12.939 -12.764 -12.367 -11.872 
6.20690 -8.943 -11.688 -12.938 -13.389 -13.186 -12.610 -12.348 -12.093 -11.765 
6.72414 -8.338 -11.294 -12.644 -13.070 -12.792 -12.304 -11.942 -11.969 -11.526 
7.24138 -7.824 -11.039 -12.380 -12.832 -12.577 -12.022 -11.718 -11.693 -11.765 
7.75862 -7.259 -10.754 -12.127 -12.638 -12.359 -11.905 -11.668 -11.587 -11.569 
8.27586 -6.909 -10.416 -11.974 -12.397 -12.009 -11.615 -11.599 -11.480 -11.666 
8.79310 -6.498 -10.154 -11.763 -12.200 -12.003 -11.538 -11.386 -11.338 -11.569 
9.31034 -5.105 -9.601 -11.307 -11.917 -11.645 -11.225 -11.204 -11.305 -11.265 
9.82759 -3.747 -8.211 -10.188 -11.024 -10.961 -10.675 -10.363 -10.519 -10.507 
10.34483 -3.131 -6.340 -8.923 -9.623 -9.550 -9.510 -8.978 -9.382 -9.070 
10.86207 -0.377 -5.105 -7.705 -8.380 -8.402 -7.581 -7.797 -7.904 -7.695 
11.37931 3.889 -3.624 -6.718 -7.307 -7.458 -6.619 -6.952 -6.336 -7.300 
11.89655 5.967 0.093 -5.207 -5.903 -5.211 -4.322 -4.333 -6.248 -5.783 
12.41379 8.044 2.032 -4.594 -4.660 -4.708 -3.711 -4.161 6.478 -4.603 
12.93103 10.121 3.971 -3.379 -4.128 1.534 -2.261 -3.171 9.877 -3.422 
13.44828 12.199 5.910 -1.204 -3.065 3.750 -0.812 -2.010 13.277 -2.241 
13.96552 14.276 7.849 0.175 -2.002 5.967 0.638 -0.849 16.676 -1.060 
14.48276 16.354 9.788 1.553 -0.939 8.184 2.089 0.312 20.075 0.120 
15.00000 16.354 9.788 1.553 0.000 8.184 2.089 0.312 20.075 0.120 
