# t[days] u g r i z y J H K
0.51724 -12.264 -13.343 -13.222 -12.370 -11.346 -10.566 -0.940 -8.609 -8.847 
1.03448 -12.264 -13.343 -13.222 -12.370 -11.346 -10.566 -8.770 -9.335 -9.555 
1.55172 -10.681 -12.078 -12.115 -11.449 -10.868 -10.093 -9.756 -10.061 -10.263 
2.06897 -9.128 -10.980 -11.389 -10.987 -10.422 -9.952 -9.843 -10.381 -10.533 
2.58621 -7.377 -9.716 -10.630 -10.495 -10.236 -9.815 -9.900 -10.533 -10.896 
3.10345 -4.847 -8.387 -9.535 -9.781 -9.563 -9.326 -9.843 -10.533 -10.896 
3.62069 -1.230 -6.579 -8.379 -8.793 -8.802 -8.700 -9.357 -10.087 -10.743 
4.13793 2.689 -5.099 -6.807 -7.624 -8.000 -8.134 -8.841 -9.853 -10.436 
4.65517 5.363 -3.242 -5.639 -6.307 -6.533 -7.425 -8.271 -9.345 -10.239 
5.17241 8.037 -1.145 -3.697 -5.197 -5.460 -5.644 -7.403 -9.038 -9.964 
5.68966 10.711 0.666 -1.957 -3.631 -4.502 -5.404 -6.852 -8.462 -9.566 
6.20690 13.385 2.476 -1.789 -2.978 -3.574 -3.919 -5.646 -7.866 -9.087 
6.72414 16.059 4.287 -0.535 1.779 4.197 -3.052 -5.019 -7.342 -8.833 
7.24138 18.733 6.098 0.720 3.660 6.636 -2.878 -4.121 -6.796 -8.536 
7.75862 21.407 7.908 1.991 5.540 9.076 1.088 -3.349 -6.325 -7.956 
8.27586 24.080 9.719 3.263 7.421 11.515 2.434 -3.349 -6.148 -7.459 
8.79310 26.754 11.529 4.535 9.302 13.954 3.780 -2.883 -5.176 -7.371 
9.31034 29.428 13.340 5.806 11.182 16.394 5.127 -2.243 -4.136 -6.823 
9.82759 32.102 15.150 7.078 13.063 18.833 6.473 2.834 -3.517 -6.366 
10.34483 34.776 16.961 8.349 14.944 21.273 7.820 4.225 -3.517 -6.243 
10.86207 37.450 18.772 9.621 16.824 23.712 9.166 5.616 -3.379 -5.806 
11.37931 40.124 20.582 10.893 18.705 26.151 10.512 7.007 -3.018 -5.323 
11.89655 42.798 22.393 12.164 20.586 28.591 11.859 8.398 -2.664 -4.879 
12.41379 45.472 24.203 13.436 22.466 31.030 13.205 9.789 -2.817 -4.614 
12.93103 48.146 26.014 14.708 24.347 33.470 14.551 11.180 -2.614 -4.413 
13.44828 50.820 27.825 15.979 26.228 35.909 15.898 12.571 -2.614 -4.303 
13.96552 53.494 29.635 17.251 28.108 38.348 17.244 13.962 -2.411 -3.746 
14.48276 56.168 31.446 18.523 29.989 40.788 18.591 15.353 -2.208 -2.024 
15.00000 56.168 31.446 18.523 29.989 40.788 18.591 15.353 -2.005 -1.775 
