# t[days] Lbol[erg/s]
0.51724 3.97694e+40
1.03448 3.97694e+40
1.55172 1.31727e+40
2.06897 6.60321e+39
2.58621 4.09364e+39
3.10345 2.82525e+39
3.62069 2.02837e+39
4.13793 1.57980e+39
4.65517 1.24526e+39
5.17241 9.54298e+38
5.68966 7.89576e+38
6.20690 6.53049e+38
6.72414 5.44298e+38
7.24138 4.74297e+38
7.75862 3.99944e+38
8.27586 3.44944e+38
8.79310 2.89112e+38
9.31034 2.57517e+38
9.82759 2.21391e+38
10.34483 1.90333e+38
10.86207 1.63632e+38
11.37931 1.40677e+38
11.89655 1.20942e+38
12.41379 1.03975e+38
12.93103 8.93891e+37
13.44828 7.68491e+37
13.96552 6.60682e+37
14.48276 5.67998e+37
15.00000 4.88316e+37
