# t[days] Lbol[erg/s]
0.51724 3.56181e+40
1.03448 1.68580e+41
1.55172 2.38063e+41
2.06897 2.38063e+41
2.58621 1.89551e+41
3.10345 1.62159e+41
3.62069 1.28901e+41
4.13793 9.86644e+40
4.65517 7.51234e+40
5.17241 5.51262e+40
5.68966 3.99299e+40
6.20690 2.88404e+40
6.72414 2.18175e+40
7.24138 1.71719e+40
7.75862 1.49205e+40
8.27586 1.23878e+40
8.79310 1.07142e+40
9.31034 8.42962e+39
9.82759 3.59484e+39
10.34483 1.53303e+39
10.86207 6.53764e+38
11.37931 2.78800e+38
11.89655 1.18895e+38
12.41379 5.07030e+37
12.93103 2.16225e+37
13.44828 9.22095e+36
13.96552 3.93230e+36
14.48276 1.67694e+36
15.00000 7.15136e+35
