# t[days] Lbol[erg/s]
0.51724 1.06074e+41
1.03448 6.44008e+41
1.55172 7.01158e+41
2.06897 7.01158e+41
2.58621 6.31473e+41
3.10345 5.32220e+41
3.62069 4.23306e+41
4.13793 3.12099e+41
4.65517 2.25437e+41
5.17241 1.58316e+41
5.68966 1.18552e+41
6.20690 9.30848e+40
6.72414 7.08732e+40
7.24138 5.83130e+40
7.75862 4.72493e+40
8.27586 4.05429e+40
8.79310 3.62296e+40
9.31034 3.28563e+40
9.82759 2.88453e+40
10.34483 2.53241e+40
10.86207 2.22326e+40
11.37931 1.95186e+40
11.89655 1.71359e+40
12.41379 1.50440e+40
12.93103 1.32075e+40
13.44828 1.15952e+40
13.96552 1.01797e+40
14.48276 8.93703e+39
15.00000 7.84605e+39
