# t[days] u g r i z y J H K
0.51724 -12.283 -13.354 -13.211 -12.430 -11.372 -10.192 -7.859 -7.379 -8.353 
1.03448 -12.283 -13.354 -13.211 -12.430 -11.372 -10.192 -8.427 -8.683 -9.279 
1.55172 -10.731 -12.077 -12.108 -11.524 -10.592 -10.129 -9.799 -9.988 -10.206 
2.06897 -9.097 -10.962 -11.384 -11.011 -10.377 -10.115 -9.914 -10.259 -10.517 
2.58621 -7.400 -9.822 -10.601 -10.506 -10.223 -9.776 -9.808 -10.521 -10.792 
3.10345 -5.417 -8.335 -9.497 -9.788 -9.677 -9.359 -9.808 -10.521 -10.792 
3.62069 -1.198 -6.785 -8.271 -8.818 -8.706 -8.728 -9.346 -10.283 -10.778 
4.13793 2.726 -5.014 -6.820 -7.633 -8.158 -7.966 -8.832 -9.783 -10.547 
4.65517 5.418 -3.294 -5.865 -6.247 -6.624 -7.090 -8.345 -9.362 -10.247 
5.17241 8.109 3.282 -3.478 -5.188 -5.363 -6.179 -7.404 -9.025 -9.971 
5.68966 10.801 5.903 -2.643 -4.369 -4.706 -5.158 -6.822 -8.489 -9.624 
6.20690 13.492 8.524 2.494 -2.956 4.012 -4.326 -5.947 -7.687 -9.172 
6.72414 16.184 11.145 4.647 1.795 6.556 -3.281 -4.726 -7.216 -8.741 
7.24138 18.876 13.765 6.800 3.681 9.100 -2.935 -4.650 -6.863 -8.435 
7.75862 21.567 16.386 8.953 5.566 11.643 1.076 -3.633 -6.573 -7.988 
8.27586 24.259 19.007 11.106 7.452 14.187 2.527 -3.377 -5.885 -7.658 
8.79310 26.950 21.628 13.259 9.337 16.731 3.978 -2.971 -4.991 -7.201 
9.31034 29.642 24.249 15.411 11.223 19.274 5.429 5.255 -4.733 -6.816 
9.82759 32.333 26.869 17.564 13.108 21.818 6.880 7.251 -3.861 -6.490 
10.34483 35.025 29.490 19.717 14.994 24.362 8.331 9.248 -3.393 -6.169 
10.86207 37.716 32.111 21.870 16.880 26.905 9.782 11.244 -3.393 -5.617 
11.37931 40.408 34.732 24.023 18.765 29.449 11.233 13.240 -3.051 -5.239 
11.89655 43.099 37.353 26.176 20.651 31.993 12.684 15.236 -2.560 -4.903 
12.41379 45.791 39.974 28.329 22.536 34.537 14.135 17.233 -2.379 -4.550 
12.93103 48.482 42.594 30.482 24.422 37.080 15.586 19.229 -1.652 -4.262 
13.44828 51.174 45.215 32.635 26.307 39.624 17.037 21.225 4.304 -4.163 
13.96552 53.866 47.836 34.788 28.193 42.168 18.488 23.221 5.843 -3.709 
14.48276 56.557 50.457 36.941 30.079 44.711 19.939 25.218 7.383 -2.574 
15.00000 56.557 50.457 36.941 30.079 44.711 19.939 25.218 7.383 -2.080 
