# t[days] Lbol[erg/s]
0.51724 1.94289e+40
1.03448 1.30363e+41
1.55172 3.37788e+41
2.06897 4.31083e+41
2.58621 4.31083e+41
3.10345 3.63432e+41
3.62069 3.11179e+41
4.13793 2.66417e+41
4.65517 2.24004e+41
5.17241 1.78148e+41
5.68966 1.48311e+41
6.20690 1.21636e+41
6.72414 1.00946e+41
7.24138 7.52164e+40
7.75862 5.99243e+40
8.27586 4.77579e+40
8.79310 3.96849e+40
9.31034 3.38524e+40
9.82759 2.84844e+40
10.34483 2.39677e+40
10.86207 2.01672e+40
11.37931 1.69693e+40
11.89655 1.42785e+40
12.41379 1.20144e+40
12.93103 1.01093e+40
13.44828 8.50626e+39
13.96552 7.15744e+39
14.48276 6.02249e+39
15.00000 5.06752e+39
