# t[days] u g r i z y J H K
0.51724 -11.962 -12.808 -13.550 -13.588 -13.421 -11.976 -13.449 -11.061 -3.601 
1.03448 -13.827 -14.536 -14.775 -15.126 -14.933 -14.448 -14.240 -14.031 -13.983 
1.55172 -14.016 -14.876 -15.660 -16.276 -16.171 -15.576 -15.031 -14.626 -14.113 
2.06897 -14.016 -14.876 -15.660 -16.276 -16.255 -15.845 -15.277 -14.683 -14.338 
2.58621 -13.496 -14.781 -15.603 -16.176 -16.226 -15.845 -15.304 -14.683 -14.338 
3.10345 -12.918 -14.555 -15.541 -16.084 -16.226 -15.809 -15.304 -14.683 -14.328 
3.62069 -12.442 -14.268 -15.339 -15.949 -16.066 -15.709 -15.217 -14.613 -14.308 
4.13793 -11.740 -14.026 -15.228 -15.827 -15.806 -15.447 -14.911 -14.611 -14.214 
4.65517 -11.273 -13.615 -14.940 -15.540 -15.576 -15.253 -14.637 -14.521 -13.890 
5.17241 -10.718 -13.209 -14.664 -15.322 -15.256 -14.782 -14.441 -14.041 -13.700 
5.68966 -10.185 -12.949 -14.420 -15.056 -14.949 -14.589 -14.000 -13.814 -13.600 
6.20690 -9.692 -12.619 -14.117 -14.727 -14.706 -14.203 -13.869 -13.601 -13.401 
6.72414 -8.878 -12.186 -13.732 -14.380 -14.240 -13.740 -13.491 -13.490 -13.111 
7.24138 -8.615 -11.919 -13.552 -14.084 -14.029 -13.653 -13.226 -13.180 -13.073 
7.75862 -7.758 -11.539 -13.240 -13.812 -13.784 -13.294 -13.163 -12.995 -13.018 
8.27586 -7.155 -11.241 -12.948 -13.600 -13.480 -13.049 -12.932 -12.956 -12.843 
8.79310 -6.862 -10.878 -12.714 -13.390 -13.325 -12.959 -12.745 -12.938 -12.842 
9.31034 -6.491 -10.663 -12.493 -13.129 -13.038 -12.767 -12.700 -12.870 -12.738 
9.82759 -6.302 -10.382 -12.241 -12.939 -12.877 -12.437 -12.602 -12.696 -12.715 
10.34483 -5.233 -10.172 -12.034 -12.691 -12.704 -12.378 -12.493 -12.605 -12.738 
10.86207 -5.233 -9.915 -11.800 -12.597 -12.521 -12.301 -12.344 -12.597 -12.715 
11.37931 -5.078 -9.574 -11.531 -12.397 -12.404 -12.104 -12.233 -12.591 -12.703 
11.89655 -4.177 -9.147 -11.306 -12.087 -12.266 -11.982 -12.123 -12.440 -12.700 
12.41379 -2.970 -8.912 -11.021 -11.974 -12.076 -11.664 -12.033 -12.440 -12.655 
12.93103 -2.472 -8.565 -10.946 -11.862 -11.944 -11.599 -11.850 -12.402 -12.650 
13.44828 -2.363 -8.275 -10.714 -11.629 -11.760 -11.580 -11.822 -12.402 -12.590 
13.96552 -2.159 -7.938 -10.451 -11.353 -11.452 -11.393 -11.764 -12.244 -12.503 
14.48276 1.337 -7.844 -10.176 -11.330 -11.449 -11.345 -11.574 -12.151 -12.456 
15.00000 1.337 -7.282 -9.975 -10.918 -11.277 -11.076 -11.530 -12.110 -12.279 
