# t[days] Lbol[erg/s]
0.51724 1.99020e+41
1.03448 2.25925e+41
1.55172 2.25925e+41
2.06897 1.17058e+41
2.58621 6.08658e+40
3.10345 3.52274e+40
3.62069 2.38669e+40
4.13793 1.71938e+40
4.65517 1.42381e+40
5.17241 1.07121e+40
5.68966 9.16901e+39
6.20690 7.40487e+39
6.72414 6.61387e+39
7.24138 5.48934e+39
7.75862 4.82653e+39
8.27586 4.28783e+39
8.79310 3.58537e+39
9.31034 3.19248e+39
9.82759 2.91540e+39
10.34483 2.66237e+39
10.86207 2.43130e+39
11.37931 2.22029e+39
11.89655 2.02759e+39
12.41379 1.85161e+39
12.93103 1.69091e+39
13.44828 1.54415e+39
13.96552 1.41013e+39
14.48276 1.28775e+39
15.00000 1.17598e+39
