# t[days] Lbol[erg/s]
0.51724 1.76731e+41
1.03448 8.51714e+41
1.55172 8.79884e+41
2.06897 8.79884e+41
2.58621 7.00163e+41
3.10345 5.21398e+41
3.62069 3.56034e+41
4.13793 2.50529e+41
4.65517 1.77769e+41
5.17241 1.23883e+41
5.68966 9.61927e+40
6.20690 7.62666e+40
6.72414 6.36142e+40
7.24138 5.22051e+40
7.75862 4.48498e+40
8.27586 3.89164e+40
8.79310 3.49331e+40
9.31034 2.98161e+40
9.82759 2.80119e+40
10.34483 2.63169e+40
10.86207 2.47244e+40
11.37931 2.32283e+40
11.89655 2.18227e+40
12.41379 2.05021e+40
12.93103 1.92615e+40
13.44828 1.80960e+40
13.96552 1.70009e+40
14.48276 1.59722e+40
15.00000 1.50057e+40
