# t[days] Lbol[erg/s]
0.51724 4.70058e+40
1.03448 4.70058e+40
1.55172 1.86997e+40
2.06897 7.47984e+39
2.58621 4.32045e+39
3.10345 3.03347e+39
3.62069 2.16927e+39
4.13793 1.68957e+39
4.65517 1.32270e+39
5.17241 1.08379e+39
5.68966 8.83938e+38
6.20690 7.39683e+38
6.72414 6.45690e+38
7.24138 5.44060e+38
7.75862 4.88283e+38
8.27586 4.22779e+38
8.79310 3.84410e+38
9.31034 3.23357e+38
9.82759 2.90079e+38
10.34483 2.60225e+38
10.86207 2.33444e+38
11.37931 2.09420e+38
11.89655 1.87867e+38
12.41379 1.68533e+38
12.93103 1.51188e+38
13.44828 1.35629e+38
13.96552 1.21671e+38
14.48276 1.09149e+38
15.00000 9.79160e+37
