# t[days] u g r i z y J H K
0.51724 -12.266 -13.353 -13.214 -12.430 -11.393 -10.057 -6.104 -6.933 -8.462 
1.03448 -12.266 -13.353 -13.214 -12.430 -11.393 -10.172 -8.527 -8.529 -9.325 
1.55172 -10.713 -12.082 -12.114 -11.503 -10.685 -10.057 -9.929 -10.124 -10.188 
2.06897 -9.155 -10.952 -11.385 -10.996 -10.414 -9.996 -9.929 -10.219 -10.586 
2.58621 -7.396 -9.785 -10.593 -10.512 -10.251 -9.724 -9.875 -10.529 -10.890 
3.10345 -5.148 -8.389 -9.547 -9.784 -9.612 -9.376 -9.858 -10.529 -10.890 
3.62069 -1.242 -6.683 -8.286 -8.828 -8.716 -8.822 -9.341 -10.213 -10.764 
4.13793 2.707 -5.079 -6.816 -7.656 -8.143 -7.913 -8.819 -9.796 -10.483 
4.65517 5.391 -3.153 -5.852 -6.276 -6.603 -7.218 -8.335 -9.344 -10.237 
5.17241 8.076 -1.146 -3.343 -5.170 -5.272 -6.177 -7.408 -9.048 -9.997 
5.68966 10.760 0.664 -2.634 -4.184 -4.703 -5.138 -6.823 -8.441 -9.579 
6.20690 13.444 2.475 2.502 -3.354 -1.957 -4.385 -5.982 -7.756 -9.179 
6.72414 16.128 4.286 4.659 1.594 -1.957 -3.343 -4.996 -7.285 -8.747 
7.24138 18.812 6.096 6.817 3.444 -2.281 -2.861 -4.665 -6.829 -8.464 
7.75862 21.496 7.907 8.974 5.294 -2.281 2.078 -3.648 -6.542 -8.020 
8.27586 24.180 9.718 11.132 7.144 -1.683 3.729 -3.405 -5.990 -7.524 
8.79310 26.864 11.528 13.289 8.993 -1.084 5.380 -3.157 -4.931 -7.291 
9.31034 29.549 13.339 15.447 10.843 -0.486 7.031 -1.926 -4.309 -6.849 
9.82759 32.233 15.150 17.604 12.693 0.112 8.682 -0.836 -3.996 -6.467 
10.34483 34.917 16.961 19.762 14.543 0.679 10.333 5.345 -3.023 -6.093 
10.86207 37.601 18.771 21.920 16.393 1.246 11.984 7.095 -3.607 -5.591 
11.37931 40.285 20.582 24.077 18.243 1.813 13.635 8.845 -3.023 -5.467 
11.89655 42.969 22.393 26.235 20.093 2.381 15.286 10.595 -2.554 -4.767 
12.41379 45.653 24.203 28.392 21.943 2.948 16.937 12.345 -2.360 -4.673 
12.93103 48.338 26.014 30.550 23.792 3.515 18.588 14.095 -1.633 -4.292 
13.44828 51.022 27.825 32.707 25.642 4.082 20.239 15.845 1.246 -4.207 
13.96552 53.706 29.636 34.865 27.492 4.649 21.890 17.595 2.100 -3.317 
14.48276 56.390 31.446 37.022 29.342 5.216 23.541 19.344 2.954 -3.003 
15.00000 56.390 31.446 37.022 29.342 5.216 23.541 19.344 2.954 -1.883 
