# t[days] Lbol[erg/s]
0.51724 4.51345e+40
1.03448 1.39123e+41
1.55172 1.39123e+41
2.06897 1.21889e+41
2.58621 9.47880e+40
3.10345 6.48751e+40
3.62069 4.45328e+40
4.13793 2.86499e+40
4.65517 1.93771e+40
5.17241 1.35820e+40
5.68966 1.04077e+40
6.20690 8.32162e+39
6.72414 7.19754e+39
7.24138 6.01674e+39
7.75862 5.24571e+39
8.27586 4.70442e+39
8.79310 4.15909e+39
9.31034 3.62625e+39
9.82759 3.24822e+39
10.34483 2.90960e+39
10.86207 2.60628e+39
11.37931 2.33458e+39
11.89655 2.09121e+39
12.41379 1.87320e+39
12.93103 1.67793e+39
13.44828 1.50301e+39
13.96552 1.34632e+39
14.48276 1.20597e+39
15.00000 1.08025e+39
