# t[days] Lbol[erg/s]
0.51724 4.69677e+40
1.03448 4.69677e+40
1.55172 1.86015e+40
2.06897 7.49672e+39
2.58621 4.31660e+39
3.10345 3.04657e+39
3.62069 2.16773e+39
4.13793 1.68859e+39
4.65517 1.32569e+39
5.17241 1.07811e+39
5.68966 8.86932e+38
6.20690 7.34665e+38
6.72414 6.47059e+38
7.24138 5.44800e+38
7.75862 4.89943e+38
8.27586 4.22186e+38
8.79310 3.84915e+38
9.31034 3.20895e+38
9.82759 2.92320e+38
10.34483 2.66289e+38
10.86207 2.42576e+38
11.37931 2.20975e+38
11.89655 2.01297e+38
12.41379 1.83372e+38
12.93103 1.67042e+38
13.44828 1.52167e+38
13.96552 1.38617e+38
14.48276 1.26273e+38
15.00000 1.15029e+38
