# t[days] Lbol[erg/s]
0.51724 1.69766e+41
1.03448 5.68851e+41
1.55172 5.68851e+41
2.06897 4.86486e+41
2.58621 3.40455e+41
3.10345 2.18243e+41
3.62069 1.42684e+41
4.13793 9.42168e+40
4.65517 6.87733e+40
5.17241 4.84093e+40
5.68966 3.95826e+40
6.20690 3.31345e+40
6.72414 2.74060e+40
7.24138 2.40710e+40
7.75862 2.03928e+40
8.27586 1.83492e+40
8.79310 1.56977e+40
9.31034 1.44047e+40
9.82759 1.26656e+40
10.34483 1.11364e+40
10.86207 9.79187e+39
11.37931 8.60967e+39
11.89655 7.57020e+39
12.41379 6.65622e+39
12.93103 5.85260e+39
13.44828 5.14600e+39
13.96552 4.52470e+39
14.48276 3.97842e+39
15.00000 3.49810e+39
