# t[days] u g r i z y J H K
0.51724 -13.845 -14.574 -14.972 -14.727 -14.317 -14.196 -12.679 -11.160 -12.700 
1.03448 -13.845 -14.880 -15.444 -15.103 -14.317 -14.196 -12.679 -12.198 -12.700 
1.55172 -13.257 -14.880 -15.444 -15.103 -14.208 -13.668 -12.348 -12.198 -12.084 
2.06897 -12.155 -14.069 -14.667 -14.360 -13.657 -12.722 -11.957 -12.082 -12.084 
2.58621 -10.847 -13.184 -13.867 -13.585 -12.978 -12.451 -11.820 -12.082 -12.121 
3.10345 -9.722 -12.363 -13.241 -13.140 -12.612 -12.226 -11.779 -12.259 -12.428 
3.62069 -8.504 -11.657 -12.678 -12.711 -12.200 -11.990 -11.645 -12.340 -12.493 
4.13793 -7.356 -10.808 -11.985 -12.171 -11.934 -11.563 -11.624 -12.340 -12.518 
4.65517 -6.636 -10.057 -11.350 -11.676 -11.579 -11.258 -11.471 -12.149 -12.518 
5.17241 -4.901 -9.028 -10.752 -11.240 -11.037 -10.950 -11.360 -11.970 -12.469 
5.68966 -3.267 -8.058 -9.871 -10.519 -10.381 -10.525 -10.943 -11.801 -12.276 
6.20690 -2.412 -6.856 -9.126 -9.788 -9.993 -9.858 -10.668 -11.753 -12.262 
6.72414 -2.331 -6.275 -8.145 -9.248 -9.323 -9.322 -10.354 -11.405 -12.108 
7.24138 -1.255 -4.843 -7.194 -8.576 -8.809 -9.120 -9.773 -11.164 -11.980 
7.75862 -0.179 -3.846 -6.715 -7.676 -8.136 -7.994 -9.445 -10.706 -11.550 
8.27586 0.898 -3.188 -5.857 -6.683 -7.103 -7.918 -8.932 -10.462 -11.509 
8.79310 1.559 -2.287 -5.065 -6.565 -6.926 -7.291 -8.585 -10.313 -11.181 
9.31034 2.221 -2.280 -4.107 -5.907 -6.235 -6.579 -8.300 -9.938 -11.025 
9.82759 2.883 -1.648 -3.853 -3.925 -5.118 -5.985 -8.244 -9.791 -10.835 
10.34483 3.545 -1.009 -3.600 -3.689 -4.806 -4.920 -7.035 -9.223 -10.539 
10.86207 4.207 -0.370 -3.347 -3.465 -4.054 -4.514 -6.713 -8.780 -10.222 
11.37931 4.869 0.269 -3.094 -3.453 -3.508 -4.514 -6.244 -8.771 -9.979 
11.89655 5.531 0.779 -2.841 1.374 -3.508 -4.514 -6.200 -8.010 -9.840 
12.41379 6.192 1.289 -2.357 2.830 -2.963 -4.108 -5.824 -7.744 -9.418 
12.93103 6.854 1.799 -1.873 4.286 -2.418 -0.379 -5.153 -7.701 -9.382 
13.44828 7.516 2.308 -1.389 5.742 -1.872 0.088 -5.153 -7.446 -9.039 
13.96552 8.178 2.818 -0.904 7.199 -1.327 1.090 -5.153 -6.923 -8.717 
14.48276 8.840 3.328 -0.420 8.655 -0.782 2.091 -3.540 -6.835 -8.598 
15.00000 8.840 3.328 0.000 8.655 -0.236 2.091 0.000 -6.556 -7.700 
