# t[days] Lbol[erg/s]
0.51724 1.03661e+41
1.03448 6.73819e+41
1.55172 7.01580e+41
2.06897 7.01580e+41
2.58621 6.21778e+41
3.10345 5.37557e+41
3.62069 4.15431e+41
4.13793 3.15543e+41
4.65517 2.24649e+41
5.17241 1.59246e+41
5.68966 1.17855e+41
6.20690 9.35202e+40
6.72414 7.04729e+40
7.24138 5.81421e+40
7.75862 4.77734e+40
8.27586 4.09403e+40
8.79310 3.66287e+40
9.31034 3.17854e+40
9.82759 2.87819e+40
10.34483 2.60622e+40
10.86207 2.35995e+40
11.37931 2.13695e+40
11.89655 1.93503e+40
12.41379 1.75218e+40
12.93103 1.58661e+40
13.44828 1.43669e+40
13.96552 1.30093e+40
14.48276 1.17800e+40
15.00000 1.06669e+40
