# t[days] Lbol[erg/s]
0.51724 4.72769e+40
1.03448 4.72769e+40
1.55172 1.85989e+40
2.06897 7.49596e+39
2.58621 4.34835e+39
3.10345 3.01386e+39
3.62069 2.18890e+39
4.13793 1.66695e+39
4.65517 1.33085e+39
5.17241 1.08523e+39
5.68966 8.80675e+38
6.20690 7.46280e+38
6.72414 6.38308e+38
7.24138 5.47550e+38
7.75862 4.88877e+38
8.27586 4.23465e+38
8.79310 3.78304e+38
9.31034 3.28124e+38
9.82759 2.89641e+38
10.34483 2.55671e+38
10.86207 2.25686e+38
11.37931 1.99217e+38
11.89655 1.75852e+38
12.41379 1.55228e+38
12.93103 1.37023e+38
13.44828 1.20952e+38
13.96552 1.06767e+38
14.48276 9.42449e+37
15.00000 8.31917e+37
