# t[days] u g r i z y J H K
0.51724 -13.493 -14.056 -14.837 -14.736 -14.120 -13.645 -12.667 -11.364 -12.619 
1.03448 -13.776 -15.176 -15.930 -16.047 -15.790 -14.830 -14.028 -13.406 -12.912 
1.55172 -13.776 -15.176 -15.930 -16.047 -15.790 -14.830 -14.028 -13.406 -12.912 
2.06897 -13.067 -14.924 -15.821 -15.901 -15.182 -14.650 -13.755 -13.259 -12.912 
2.58621 -12.112 -14.460 -15.359 -15.314 -14.773 -14.333 -13.365 -13.193 -12.896 
3.10345 -11.402 -13.896 -14.830 -14.773 -14.257 -13.849 -13.138 -12.853 -12.885 
3.62069 -10.306 -13.136 -14.227 -14.249 -13.570 -13.168 -12.597 -12.853 -12.589 
4.13793 -9.666 -12.626 -13.725 -13.749 -13.291 -12.840 -12.549 -12.836 -12.589 
4.65517 -8.554 -12.046 -13.262 -13.348 -13.109 -12.621 -12.320 -12.818 -12.678 
5.17241 -7.828 -11.440 -12.738 -12.941 -12.767 -12.389 -12.230 -12.739 -12.730 
5.68966 -6.769 -10.895 -12.370 -12.619 -12.442 -12.003 -12.189 -12.668 -12.803 
6.20690 -5.879 -10.173 -11.846 -12.168 -12.049 -11.761 -12.026 -12.567 -12.890 
6.72414 -5.307 -9.694 -11.340 -11.797 -11.851 -11.595 -11.901 -12.416 -12.890 
7.24138 -3.592 -9.060 -10.765 -11.424 -11.322 -11.281 -11.673 -12.413 -12.823 
7.75862 -3.520 -8.389 -10.447 -11.071 -10.926 -10.737 -11.466 -12.385 -12.666 
8.27586 -2.426 -7.515 -9.760 -10.609 -10.872 -10.521 -11.143 -12.170 -12.595 
8.79310 -2.351 -7.414 -9.236 -9.915 -10.270 -10.245 -11.008 -11.853 -12.497 
9.31034 -2.351 -6.090 -8.533 -9.567 -10.034 -9.954 -10.771 -11.811 -12.301 
9.82759 -2.276 -5.173 -7.730 -8.955 -9.359 -9.511 -10.436 -11.522 -12.277 
10.34483 0.689 -4.976 -7.293 -8.552 -8.713 -9.205 -10.036 -11.417 -12.102 
10.86207 1.545 -4.685 -6.965 -8.272 -8.612 -8.791 -9.885 -11.206 -11.940 
11.37931 2.401 -4.043 -6.284 -7.507 -7.272 -8.339 -9.700 -11.006 -11.923 
11.89655 3.257 -2.764 -5.228 -6.899 -7.272 -7.700 -9.281 -10.883 -11.792 
12.41379 4.113 -2.764 -4.872 -6.649 -7.272 -7.559 -9.111 -10.494 -11.627 
12.93103 4.969 -2.764 -2.833 -6.122 -6.825 -7.487 -8.896 -10.195 -11.414 
13.44828 5.825 -2.415 -1.051 -4.106 -5.835 -6.099 -8.464 -10.074 -11.155 
13.96552 6.682 -1.956 0.731 -4.106 -5.702 -5.974 -8.203 -9.780 -11.145 
14.48276 7.538 -1.496 2.135 -4.243 -5.354 -5.661 -7.577 -9.359 -10.849 
15.00000 7.538 -1.036 2.135 -4.243 -5.240 -4.725 -7.459 -9.075 -10.431 
