# t[days] u g r i z y J H K
0.51724 -11.982 -12.471 -13.890 -14.159 -11.383 -10.014 -11.239 -11.444 -6.173 
1.03448 -14.171 -14.953 -15.417 -15.758 -15.313 -14.958 -14.356 -12.904 -10.574 
1.55172 -14.171 -15.169 -15.997 -16.623 -16.502 -16.229 -15.482 -14.363 -14.837 
2.06897 -13.926 -15.169 -16.033 -16.689 -16.731 -16.408 -15.501 -15.254 -14.976 
2.58621 -13.515 -14.992 -16.033 -16.689 -16.731 -16.408 -15.566 -15.321 -14.837 
3.10345 -13.096 -14.831 -15.960 -16.591 -16.625 -16.212 -15.501 -15.254 -15.019 
3.62069 -12.529 -14.630 -15.791 -16.485 -16.469 -16.011 -15.435 -15.031 -14.868 
4.13793 -12.091 -14.306 -15.612 -16.264 -16.173 -15.706 -15.254 -14.961 -14.868 
4.65517 -11.397 -13.952 -15.301 -15.928 -16.026 -15.422 -14.956 -14.457 -14.346 
5.17241 -10.752 -13.586 -15.042 -15.673 -15.612 -15.298 -14.594 -14.438 -14.089 
5.68966 -10.182 -13.357 -14.762 -15.362 -15.244 -14.832 -14.464 -14.275 -13.993 
6.20690 -9.815 -12.922 -14.462 -15.053 -14.898 -14.572 -14.240 -14.008 -13.831 
6.72414 -8.893 -12.441 -14.140 -14.710 -14.574 -14.065 -13.908 -13.916 -13.622 
7.24138 -8.470 -12.063 -13.760 -14.442 -14.319 -14.016 -13.702 -13.724 -13.553 
7.75862 -7.839 -11.786 -13.403 -14.131 -14.106 -13.624 -13.488 -13.573 -13.518 
8.27586 -7.157 -11.321 -13.157 -13.864 -13.694 -13.306 -13.329 -13.419 -13.506 
8.79310 -6.783 -11.043 -13.026 -13.596 -13.530 -13.234 -13.176 -13.419 -13.369 
9.31034 -6.193 -10.769 -12.673 -13.369 -13.388 -13.126 -13.024 -13.399 -13.308 
9.82759 -5.775 -10.411 -12.396 -13.147 -13.238 -12.933 -12.931 -13.381 -13.287 
10.34483 -5.232 -10.087 -12.128 -12.954 -13.029 -12.747 -12.785 -13.195 -13.307 
10.86207 -4.724 -9.792 -11.965 -12.699 -12.815 -12.609 -12.677 -13.152 -13.294 
11.37931 -4.492 -9.449 -11.653 -12.582 -12.626 -12.465 -12.553 -13.145 -13.294 
11.89655 -4.430 -9.145 -11.456 -12.268 -12.371 -12.182 -12.457 -13.024 -13.186 
12.41379 -2.788 -8.714 -11.186 -12.037 -12.171 -12.000 -12.306 -12.968 -13.174 
12.93103 -2.788 -8.204 -10.970 -11.827 -12.016 -11.990 -12.274 -12.841 -13.127 
13.44828 -2.788 -8.176 -10.535 -11.636 -11.820 -11.578 -12.212 -12.711 -12.975 
13.96552 -2.466 -7.871 -10.331 -11.414 -11.492 -11.361 -11.986 -12.685 -12.963 
14.48276 1.906 -7.447 -10.306 -10.980 -11.294 -11.212 -11.827 -12.525 -12.857 
15.00000 1.906 -6.525 -9.556 -10.788 -11.044 -10.939 -11.609 -12.363 -12.745 
