# t[days] u g r i z y J H K
0.51724 -12.756 -12.555 -12.932 -10.428 -2.056 -13.582 -4.993 0.000 -13.116 
1.03448 -13.993 -14.121 -14.440 -14.613 -14.707 -14.416 -13.063 -6.219 -13.347 
1.55172 -14.113 -14.741 -15.348 -15.594 -15.471 -15.249 -14.417 -14.067 -13.578 
2.06897 -14.113 -14.741 -15.348 -15.726 -16.174 -15.918 -15.445 -14.984 -13.808 
2.58621 -13.750 -14.454 -15.266 -15.828 -16.174 -16.011 -15.629 -14.984 -14.707 
3.10345 -13.299 -14.415 -15.054 -15.726 -16.030 -16.011 -15.629 -15.025 -14.764 
3.62069 -12.870 -14.240 -14.987 -15.681 -15.985 -15.954 -15.421 -14.856 -14.707 
4.13793 -12.520 -13.885 -14.871 -15.476 -15.863 -15.806 -15.303 -14.907 -14.644 
4.65517 -12.046 -13.714 -14.828 -15.470 -15.859 -15.638 -15.232 -14.856 -14.387 
5.17241 -11.608 -13.442 -14.614 -15.311 -15.647 -15.499 -15.149 -14.743 -14.331 
5.68966 -11.372 -13.145 -14.375 -15.126 -15.445 -15.364 -14.829 -14.596 -14.331 
6.20690 -10.775 -12.924 -14.146 -15.025 -15.187 -15.077 -14.726 -14.472 -14.280 
6.72414 -10.538 -12.769 -14.010 -14.759 -14.943 -14.845 -14.536 -14.091 -13.795 
7.24138 -9.715 -12.382 -13.788 -14.560 -14.747 -14.545 -14.186 -14.013 -13.728 
7.75862 -9.321 -12.127 -13.620 -14.310 -14.527 -14.292 -13.993 -13.669 -13.728 
8.27586 -8.863 -11.873 -13.383 -14.074 -14.286 -14.092 -13.726 -13.639 -13.140 
8.79310 -8.282 -11.413 -13.022 -13.808 -13.937 -13.626 -13.537 -13.456 -13.050 
9.31034 -7.785 -11.195 -12.879 -13.650 -13.778 -13.458 -13.375 -13.058 -12.843 
9.82759 -7.738 -10.946 -12.671 -13.463 -13.661 -13.271 -13.022 -13.016 -12.803 
10.34483 -7.124 -10.808 -12.522 -13.239 -13.364 -13.198 -12.856 -13.014 -12.779 
10.86207 -7.111 -10.452 -12.248 -13.135 -13.287 -12.995 -12.761 -12.771 -12.567 
11.37931 -6.547 -10.327 -12.102 -12.916 -13.105 -12.930 -12.610 -12.633 -12.622 
11.89655 -5.709 -9.885 -11.934 -12.781 -13.008 -12.685 -12.578 -12.554 -12.458 
12.41379 -5.696 -9.821 -11.754 -12.625 -12.793 -12.607 -12.460 -12.541 -12.450 
12.93103 -5.205 -9.498 -11.622 -12.481 -12.652 -12.601 -12.387 -12.478 -12.306 
13.44828 -5.205 -9.198 -11.436 -12.330 -12.451 -12.379 -12.385 -12.474 -12.306 
13.96552 -4.856 -9.100 -11.234 -12.206 -12.388 -12.306 -12.197 -12.464 -12.386 
14.48276 -4.819 -9.016 -11.107 -12.098 -12.244 -12.012 -12.118 -12.346 -12.386 
15.00000 -3.279 -8.500 -10.856 -11.891 -12.057 -11.840 -12.087 -12.230 -12.257 
