# t[days] Lbol[erg/s]
0.51724 1.07006e+41
1.03448 4.98876e+41
1.55172 4.98876e+41
2.06897 4.52703e+41
2.58621 3.42518e+41
3.10345 2.40489e+41
3.62069 1.66338e+41
4.13793 1.08651e+41
4.65517 7.67381e+40
5.17241 5.60864e+40
5.68966 4.28092e+40
6.20690 3.43465e+40
6.72414 2.84907e+40
7.24138 2.40971e+40
7.75862 2.14309e+40
8.27586 1.87165e+40
8.79310 1.63340e+40
9.31034 1.41158e+40
9.82759 1.25386e+40
10.34483 1.11376e+40
10.86207 9.89317e+39
11.37931 8.78777e+39
11.89655 7.80588e+39
12.41379 6.93371e+39
12.93103 6.15898e+39
13.44828 5.47082e+39
13.96552 4.85955e+39
14.48276 4.31657e+39
15.00000 3.83427e+39
